"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"1340","Heteropterys palmeri Rose",5.698987,0.001614,1.2e-05,6.867185,0.0936,0.023235,7.551698,0.013462,0.00189,8.513781,0.056046,0.025218,"Mechanism_1"
"1341","Heteropterys panamensis Cuatrec. & Croat",5.691015,0.003824,1.1e-05,8.127456,0.101732,0.019916,7.388422,0.030678,0.00162,9.762319,0.059852,0.021615,"Mechanism_1"
"1342","Heteropterys perplexa W.R.Anderson",5.694007,0.001698,4e-06,6.709894,0.045103,0.007745,7.407148,0.020102,0.00063,8.520466,0.049243,0.008406,"Mechanism_1"
"1343","Heteropterys platyptera DC.",5.700276,0.000334,3.7e-05,7.781634,0.069638,0.069706,7.382433,0.002177,0.005669,9.678302,0.106796,0.075653,"Mechanism_1"
"1344","Heteropterys prancei W.R.Anderson",5.697108,0.001013,8e-06,7.52875,0.095977,0.01549,7.236754,0.024219,0.00126,9.525581,0.076832,0.016812,"Mechanism_1"
"1345","Heteropterys rhopalifolia A.Juss.",5.695658,0.000821,2e-06,7.176493,0.044838,0.003669,7.386465,0.010256,0.000298,9.012233,0.043076,0.003982,"Mechanism_1"
"1346","Heteropterys riparia Cuatrec.",5.696981,0.000523,1.2e-05,8.003079,0.034586,0.023235,7.08409,0.010511,0.00189,10.095143,0.026033,0.025218,"Mechanism_1"
"1347","Heteropterys rubiginosa A.Juss.",5.691481,0.001315,3e-06,7.12022,0.076153,0.005362,7.340933,0.018204,0.000453,8.984283,0.086025,0.006052,"Mechanism_1"
"1348","Heteropterys rudasii W.R.Anderson",5.697597,0,3.7e-05,7.985144,0,0.069706,7.103322,0,0.005669,10.102912,0,0.075653,"Mechanism_1"
"1349","Heteropterys rufula Mart. ex A.Juss.",5.690843,0.002406,8e-06,7.132541,0.090854,0.01549,7.258932,0.030398,0.00126,9.055048,0.120344,0.016812,"Mechanism_1"
"1350","Heteropterys sanctorum W.R.Anderson",5.690866,NA,7.4e-05,7.290975,NA,0.139413,7.220374,NA,0.011337,9.364348,NA,0.151306,"Mechanism_1"
"1351","Heteropterys sessilifolia A.Juss.",5.693624,0.001889,8e-06,6.910816,0.160861,0.01549,7.409564,0.016103,0.00126,8.684869,0.162376,0.016812,"Mechanism_1"
"1352","Heteropterys siderosa Cuatrec.",5.697715,0.000467,5e-06,7.921403,0.048847,0.009958,7.26417,0.025535,0.00081,9.859064,0.05782,0.010808,"Mechanism_1"
"1353","Heteropterys standleyana W.R.Anderson",5.693747,0.006445,2.5e-05,6.991923,0.105295,0.046471,7.54019,0.038657,0.003779,8.805728,0.036689,0.050435,"Mechanism_1"
"1354","Heteropterys subhelicina Nied.",5.701446,0.00117,3.7e-05,7.087604,0.29078,0.069706,7.369743,0.018585,0.005669,9.237913,0.05207,0.075653,"Mechanism_1"
"1355","Heteropterys sylvatica A.Juss.",5.690406,0.005144,1.2e-05,6.901935,0.132909,0.023235,7.467899,0.025004,0.00189,8.689441,0.102651,0.025218,"Mechanism_1"
"1356","Heteropterys syringifolia Griseb.",5.690585,0.001822,3e-06,6.99068,0.070739,0.005163,7.3085,0.021992,0.00042,8.927962,0.076031,0.005604,"Mechanism_1"
"1357","Heteropterys tomentosa A.Juss.",5.695545,0.000618,2e-06,7.232391,0.03416,0.002904,7.386447,0.009409,0.000236,9.047177,0.036626,0.003152,"Mechanism_1"
"1358","Heteropterys trichanthera A.Juss.",5.698302,0.000841,2e-06,6.549448,0.041387,0.003031,7.435,0.010957,0.000246,8.377637,0.03799,0.003289,"Mechanism_1"
"1359","Heteropterys trigoniifolia A.Juss.",5.687337,0.00209,4e-06,6.964167,0.122742,0.007338,7.252268,0.026889,0.000597,8.912958,0.12056,0.007963,"Mechanism_1"
"1360","Heteropterys umbellata A.Juss.",5.683948,0.001098,3e-06,7.235481,0.033879,0.005163,7.212766,0.015523,0.00042,9.258936,0.027414,0.005604,"Mechanism_1"
"1361","Heteropterys uribei Cuatrec.",5.69347,0.002188,8e-06,7.659048,0.118415,0.01549,7.198056,0.023464,0.00126,9.739375,0.129065,0.016812,"Mechanism_1"
"1362","Heteropterys wiedeana A.Juss.",5.695918,NA,7.4e-05,7.145196,NA,0.139413,7.269617,NA,0.011337,9.282289,NA,0.151306,"Mechanism_1"
"1363","Heteropterys wydleriana A.Juss.",5.692216,NA,7.4e-05,7.418181,NA,0.139413,7.410347,NA,0.011337,9.495519,NA,0.151306,"Mechanism_1"
"1364","Hiraea affinis Miq.",5.697398,0.000713,6e-06,7.875056,0.075992,0.011618,7.254322,0.035174,0.000945,9.809104,0.085728,0.012609,"Mechanism_1"
"1365","Hiraea apaporiensis Cuatrec.",5.696309,0.00059,1.2e-05,7.973046,0.078675,0.023235,7.159074,0.025451,0.00189,9.974786,0.077542,0.025218,"Mechanism_1"
"1366","Hiraea barclayana Benth.",5.689744,0.003075,7e-06,7.250939,0.143738,0.012674,7.483088,0.017253,0.001031,8.862275,0.1465,0.013755,"Mechanism_1"
"1367","Hiraea brachyptera Triana & Planch.",5.701279,NA,7.4e-05,8.675393,NA,0.139413,7.235619,NA,0.011337,10.73924,NA,0.151306,"Mechanism_1"
"1368","Hiraea bullata W.R.Anderson",5.695763,0.001968,1.1e-05,7.397332,0.082075,0.019916,7.257359,0.019678,0.00162,9.306233,0.064113,0.021615,"Mechanism_1"
"1369","Hiraea celiana W.R.Anderson",5.691879,NA,7.4e-05,7.815611,NA,0.139413,7.358194,NA,0.011337,9.620461,NA,0.151306,"Mechanism_1"
"1370","Hiraea cephalotes Triana & Planch.",5.680931,0.003553,7e-06,7.563746,0.09807,0.012674,7.208898,0.046909,0.001031,9.666149,0.101245,0.013755,"Mechanism_1"
"1371","Hiraea colombiana Morton",5.673495,NA,7.4e-05,7.584265,NA,0.139413,7.288928,NA,0.011337,9.510815,NA,0.151306,"Mechanism_1"
"1372","Hiraea crassipes A.Juss.",5.689955,0.002991,6e-06,7.60373,0.12886,0.010724,7.228365,0.031891,0.000872,9.601332,0.137759,0.011639,"Mechanism_1"
"1373","Hiraea cuneata Griseb.",5.690988,0.002532,1.5e-05,7.1909,0.076041,0.027883,7.234695,0.041642,0.002267,9.121268,0.07252,0.030261,"Mechanism_1"
"1374","Hiraea fimbriata W.R.Anderson",5.701107,0.003175,3.7e-05,7.753214,0.065216,0.069706,7.427614,0.056755,0.005669,9.49557,0.214212,0.075653,"Mechanism_1"
"1375","Hiraea gracieana W.R.Anderson",5.696699,0.001555,2.5e-05,7.745802,0.107816,0.046471,7.36132,0.007459,0.003779,9.608083,0.063864,0.050435,"Mechanism_1"
"1376","Hiraea grandifolia Standl. & L.O.Williams",5.697752,0.002837,1.8e-05,7.493814,0.319376,0.034853,7.38136,0.023505,0.003779,9.448185,0.118107,0.050435,"Mechanism_1"
"1377","Hiraea hypoleuca W.R.Anderson",5.67995,0.010241,3.7e-05,7.695518,0.442755,0.069706,7.254609,0.069222,0.005669,9.839452,0.241471,0.075653,"Mechanism_1"
"1378","Hiraea idroboana Cuatrec.",5.677605,0.003079,3.7e-05,7.3666,0.746527,0.069706,7.130044,0.010409,0.005669,9.148939,0.609985,0.075653,"Mechanism_1"
"1379","Hiraea longipilifera W.R.Anderson",5.692045,0.002192,3.7e-05,8.118851,0.022338,0.069706,7.056435,0.018528,0.005669,10.330096,0.115454,0.075653,"Mechanism_1"
"1380","Hiraea mutisiana Cuatrec.",5.675554,NA,7.4e-05,7.299121,NA,0.139413,7.24065,NA,0.011337,9.529594,NA,0.151306,"Mechanism_1"
"1381","Hiraea neblinensis W.R.Anderson",5.696926,NA,7.4e-05,7.749753,NA,0.139413,7.190676,NA,0.011337,9.997251,NA,0.151306,"Mechanism_1"
"1382","Hiraea obovata Huber",5.685288,0.012714,2.5e-05,7.644409,0.197283,0.046471,7.405386,0.02264,0.003779,9.524348,0.242154,0.050435,"Mechanism_1"
"1383","Hiraea perplexa W.R.Anderson",5.696254,NA,7.4e-05,8.348301,NA,0.139413,7.047517,NA,0.011337,10.520617,NA,0.151306,"Mechanism_1"
"1384","Hiraea reclinata Jacq.",5.696154,0.00121,2e-06,7.48666,0.07117,0.003873,7.466509,0.010698,0.000324,9.227556,0.080104,0.004323,"Mechanism_1"
"1385","Hiraea schultesii Cuatrec.",5.694121,0.001957,2.5e-05,8.034815,0.127301,0.046471,7.141171,0.029277,0.003779,10.006428,0.125933,0.050435,"Mechanism_1"
"1386","Hiraea smilacina Standl.",5.693241,0.002294,5e-06,7.793355,0.086043,0.009958,7.394086,0.034182,0.00081,9.564535,0.09934,0.010808,"Mechanism_1"
"1387","Hiraea tepuiensis Steyerm.",5.692051,0.003875,1.5e-05,7.644147,0.116371,0.027883,7.372276,0.031378,0.002267,9.592072,0.076494,0.030261,"Mechanism_1"
"1388","Hiraea transiens Nied.",5.69649,0.003298,1.8e-05,7.894877,0.200863,0.034853,7.224985,0.072047,0.002834,9.972963,0.140879,0.037827,"Mechanism_1"
"1389","Hiraea valida W.R.Anderson",5.696254,0.001008,3.7e-05,8.201612,0.309161,0.069706,7.067202,0.015346,0.005669,10.39246,0.096255,0.075653,"Mechanism_1"
"1390","Janusia occhionii W.R.Anderson",5.691958,0.001796,1.8e-05,7.237955,0.041495,0.034853,7.420574,0.040153,0.002834,8.938249,0.071616,0.037827,"Mechanism_1"
"1391","Janusia prancei W.R.Anderson",5.699942,NA,7.4e-05,7.710653,NA,0.139413,7.123673,NA,0.011337,9.815639,NA,0.151306,"Mechanism_1"
"1392","Janusia schwannioides W.R.Anderson",5.691907,0.001556,5e-06,6.617456,0.067565,0.009294,7.322716,0.022943,0.000756,8.508202,0.069338,0.010087,"Mechanism_1"
"1393","Jubelina grisebachiana W.R.Anderson",5.691982,0.002953,2.5e-05,8.239403,0.103122,0.046471,7.174841,0.019804,0.003779,10.175056,0.02222,0.050435,"Mechanism_1"
"1394","Jubelina magnifica W.R.Anderson",5.696926,0,3.7e-05,7.878895,0.204742,0.069706,7.224519,0.034597,0.005669,9.982362,0.01698,0.075653,"Mechanism_1"
"1395","Jubelina wilburii W.R.Anderson",5.691706,0.002888,7e-06,7.975027,0.07059,0.013941,7.380185,0.015032,0.001134,9.785564,0.043555,0.015131,"Mechanism_1"
"1396","Lophopterys euryptera Sandwith",5.697707,0.001374,2.5e-05,7.416573,0.020125,0.046471,7.430492,0.020269,0.003779,9.207665,0.0514,0.050435,"Mechanism_1"
"1397","Lophopterys floribunda W.R.Anderson & C.Davis",5.693483,0.001198,8e-06,7.044476,0.040762,0.01549,7.216679,0.010444,0.00126,9.051834,0.032562,0.016812,"Mechanism_1"
"1398","Lophopterys inpana W.R.Anderson",5.693149,0.003196,9e-06,7.614921,0.116106,0.017427,7.265686,0.045687,0.001417,9.41414,0.142856,0.018913,"Mechanism_1"
"1399","Lophopterys occidentalis W.R.Anderson & C.Davis",5.699021,0.000251,1.8e-05,7.52807,0.061763,0.034853,7.158573,0.04005,0.002834,9.600265,0.127756,0.037827,"Mechanism_1"
"1400","Mascagnia affinis W.R.Anderson & C.Davis",5.693326,0.003646,2.5e-05,7.23318,0.195969,0.046471,7.395045,0.058994,0.003779,8.997159,0.200767,0.050435,"Mechanism_1"
"1401","Mascagnia arenicola C.E.Anderson",5.696892,0.001198,5e-06,7.852024,0.064893,0.009958,7.339865,0.029331,0.00081,9.58954,0.072126,0.010808,"Mechanism_1"
"1402","Mascagnia australis C.E.Anderson",5.689846,0.003718,3.7e-05,7.239608,0.122402,0.069706,7.393512,0.027067,0.005669,8.976891,0.002526,0.075653,"Mechanism_1"
"1403","Mascagnia boliviana C.E.Anderson",5.670846,0.028762,3.7e-05,6.792941,0.715299,0.069706,7.356903,0.025843,0.005669,8.777205,0.593808,0.075653,"Mechanism_1"
"1404","Mascagnia brevifolia Griseb.",5.692125,0.001636,4e-06,6.695065,0.065081,0.006639,7.540711,0.011415,0.00054,8.266824,0.066442,0.007205,"Mechanism_1"
"1405","Mascagnia conformis W.R.Anderson",5.700498,0.000506,5e-06,7.625585,0.054325,0.009294,7.252831,0.023609,0.000709,9.6388,0.058375,0.009457,"Mechanism_1"
"1406","Mascagnia cynanchifolia Griseb.",5.699603,0.003012,3.7e-05,7.865109,0.150878,0.069706,7.252813,0.0644,0.005669,9.853215,0.04113,0.075653,"Mechanism_1"
"1407","Mascagnia glabrata W.R.Anderson & C.Davis",5.696684,0.000835,1.1e-05,7.545353,0.133849,0.019916,7.234569,0.018708,0.00162,9.663937,0.087611,0.021615,"Mechanism_1"
"1408","Mascagnia loretensis Morton",5.697932,0,3.7e-05,7.945009,0.005494,0.069706,7.054018,0.000432,0.005669,10.080559,0.018701,0.075653,"Mechanism_1"
"1409","Mascagnia lugoi W.R.Anderson",5.694169,0.002582,1.1e-05,7.685243,0.113372,0.019916,7.233149,0.042498,0.00162,9.585971,0.197014,0.021615,"Mechanism_1"
"1410","Mascagnia riparia C.E.Anderson",5.701112,0.000501,3.7e-05,7.900472,0.018157,0.069706,7.185008,0.000379,0.005669,9.783094,0.022726,0.075653,"Mechanism_1"
"1411","Mascagnia schunkei W.R.Anderson",5.696755,0.002182,3.7e-05,7.348005,0.022856,0.069706,7.266412,0.011527,0.005669,9.487329,0.098842,0.075653,"Mechanism_1"
"1412","Mascagnia tenuifolia Nied.",5.698351,0.00057,1.8e-05,7.849683,0.127342,0.034853,7.115036,0.035863,0.002834,9.962187,0.160213,0.037827,"Mechanism_1"
"1413","Mascagnia tomentosa C.E.Anderson",5.696699,0.003181,8e-06,7.302152,0.165558,0.01549,7.543455,0.025011,0.00126,8.97686,0.154924,0.016812,"Mechanism_1"
"1414","Mascagnia velutina C.E.Anderson",5.693665,0.003283,2.5e-05,6.936927,0.057899,0.046471,7.24175,0.02833,0.003779,8.971745,0.103138,0.050435,"Mechanism_1"
"1415","Mezia angelica W.R.Anderson",5.700496,0.001085,1.2e-05,7.723499,0.042451,0.023235,7.276241,0.026082,0.00189,9.664974,0.061737,0.025218,"Mechanism_1"
"1416","Mezia beckii W.R.Anderson",5.698267,NA,7.4e-05,7.494986,NA,0.139413,7.216709,NA,0.011337,9.416948,NA,0.151306,"Mechanism_1"
"1417","Mezia mariposa W.R.Anderson",5.699671,0.001222,1.5e-05,7.606871,0.087033,0.027883,7.183393,0.03258,0.002267,9.658238,0.058882,0.030261,"Mechanism_1"
"1418","Mezia rufa W.R.Anderson",5.695806,0.000592,2.5e-05,8.003246,0.154437,0.046471,7.27149,0.052255,0.003779,9.925083,0.121348,0.050435,"Mechanism_1"
"1419","Mezia tomentosa W.R.Anderson",5.695582,NA,7.4e-05,8.235891,NA,0.139413,7.069023,NA,0.011337,10.342645,NA,0.151306,"Mechanism_1"
"1420","Peixotoa cordistipula A.Juss.",5.695551,0.000625,2e-06,7.323335,0.034193,0.003168,7.353586,0.011414,0.000258,9.184607,0.035962,0.003439,"Mechanism_1"
"1421","Peixotoa floribunda C.E.Anderson",5.699942,NA,7.4e-05,6.861711,NA,0.139413,7.620705,NA,0.011337,8.144679,NA,0.151306,"Mechanism_1"
"1422","Peixotoa hispidula A.Juss.",5.696656,0.001161,4e-06,7.040502,0.091406,0.006639,7.3275,0.015658,0.000567,8.953046,0.093676,0.007565,"Mechanism_1"
"1423","Peixotoa leptoclada A.Juss.",5.693218,0.002498,1.8e-05,7.263361,0.067854,0.034853,7.371924,0.029196,0.002834,9.156488,0.056149,0.037827,"Mechanism_1"
"1424","Peixotoa paludosa Turcz.",5.698796,0.00197,7e-06,6.69329,0.059785,0.012674,7.471032,0.01909,0.001031,8.450388,0.055228,0.013755,"Mechanism_1"
"1425","Peixotoa parviflora A.Juss.",5.685446,0.001247,1.5e-05,7.211921,0.04988,0.027883,7.218984,0.016088,0.002267,9.253569,0.035195,0.030261,"Mechanism_1"
"1426","Peixotoa reticulata Griseb.",5.690297,0.001093,1e-06,7.21166,0.037738,0.002582,7.339292,0.015201,0.00021,9.085403,0.040175,0.002802,"Mechanism_1"
"1427","Psychopterys mcvaughii W.R.Anderson & S.Corso",5.665215,NA,7.4e-05,7.174724,NA,0.139413,7.361375,NA,0.011337,8.956609,NA,0.151306,"Mechanism_1"
"1428","Psychopterys ornata W.R.Anderson & S.Corso",5.673838,0.00103,3.7e-05,7.969233,0.076034,0.069706,7.381809,0.002801,0.005669,9.741631,0.016194,0.075653,"Mechanism_1"
"1429","Psychopterys pardalota W.R.Anderson & S.Corso",5.697261,NA,7.4e-05,7.822044,NA,0.139413,7.485492,NA,0.011337,9.563459,NA,0.151306,"Mechanism_1"
"1430","Psychopterys psilocarpa W.R.Anderson & S.Corso",5.69659,NA,7.4e-05,7.930566,NA,0.139413,7.501082,NA,0.011337,9.942612,NA,0.151306,"Mechanism_1"
"1431","Stigmaphyllon acuminatum A.Juss.",5.691507,0.00363,7e-06,7.219075,0.097245,0.012674,7.238447,0.033611,0.001031,9.239162,0.117752,0.013755,"Mechanism_1"
"1432","Stigmaphyllon adenodon A.Juss.",5.691393,0.003372,3e-06,7.8929,0.084862,0.006337,7.071395,0.02337,0.000515,10.039779,0.067591,0.006878,"Mechanism_1"
"1433","Stigmaphyllon affine A.Juss.",5.694975,0.002325,9e-06,7.345141,0.070732,0.017427,7.311827,0.039806,0.001417,9.188888,0.031621,0.018913,"Mechanism_1"
"1434","Stigmaphyllon alternans Planch. & Triana",5.695178,0.000716,1.5e-05,8.061147,0.081005,0.027883,7.149261,0.044151,0.002267,10.034252,0.094938,0.030261,"Mechanism_1"
"1435","Stigmaphyllon alternifolium A.Juss.",5.672751,0.010659,3.7e-05,7.406221,0.245375,0.069706,7.09419,0.065102,0.005669,9.319181,0.139815,0.075653,"Mechanism_1"
"1436","Stigmaphyllon angustilobum A.Juss.",5.679532,0.003826,2.5e-05,7.371856,0.072033,0.046471,7.094419,0.009589,0.003779,9.40594,0.070392,0.050435,"Mechanism_1"
"1437","Stigmaphyllon argenteum C.E.Anderson",5.689152,0.005115,6e-06,7.535727,0.110892,0.010724,7.184006,0.027859,0.000872,9.610906,0.081317,0.011639,"Mechanism_1"
"1438","Stigmaphyllon bogotense Triana & Planch.",5.675919,0.002165,2e-06,7.526678,0.078049,0.003669,7.176873,0.020351,0.000298,9.525987,0.073246,0.003982,"Mechanism_1"
"1439","Stigmaphyllon boliviense C.E.Anderson",5.694571,0.002019,3.7e-05,7.006603,0.013588,0.069706,7.42504,0.006259,0.005669,8.817708,0.030945,0.075653,"Mechanism_1"
"1440","Stigmaphyllon caatingicola R.F.Almeida & Amorim",5.693564,NA,7.4e-05,6.23637,NA,0.139413,7.402452,NA,0.011337,8.202482,NA,0.151306,"Mechanism_1"
"1441","Stigmaphyllon calcaratum N.E.Br.",5.700192,0.000616,1.8e-05,7.043121,0.03244,0.034853,7.437893,0.02854,0.002834,8.774728,0.06872,0.037827,"Mechanism_1"
"1442","Stigmaphyllon carautae C.E.Anderson",5.684755,0.005436,3.7e-05,7.360801,0.082862,0.069706,7.207415,0.012227,0.005669,9.214832,0.134487,0.075653,"Mechanism_1"
"1443","Stigmaphyllon cardiophyllum A.Juss.",5.693681,0.001259,2e-06,7.531954,0.078205,0.004225,7.204552,0.019367,0.000344,9.615596,0.078359,0.004585,"Mechanism_1"
"1444","Stigmaphyllon coloratum Rusby",5.688607,0.002361,2.5e-05,7.185235,0.049617,0.046471,7.36833,0.052324,0.003779,9.084579,0.214491,0.050435,"Mechanism_1"
"1445","Stigmaphyllon columbicum Nied.",5.687964,0.00668,9e-06,7.485213,0.123792,0.017427,7.35858,0.059935,0.001417,9.43063,0.122577,0.018913,"Mechanism_1"
"1446","Stigmaphyllon convolvulifolium A.Juss.",5.700185,0.000291,3e-06,7.767753,0.036013,0.005362,7.368903,0.011613,0.000436,9.60343,0.028727,0.005819,"Mechanism_1"
"1447","Stigmaphyllon crenatum C.E.Anderson",5.692632,0.001862,1.8e-05,7.030171,0.038502,0.034853,7.200319,0.017847,0.002834,9.076848,0.051688,0.037827,"Mechanism_1"
"1448","Stigmaphyllon cuzcanum C.E.Anderson",5.670398,NA,7.4e-05,7.148346,NA,0.139413,7.24065,NA,0.011337,9.407386,NA,0.151306,"Mechanism_1"
"1449","Stigmaphyllon echitoides Planch. & Triana",5.683074,0.003858,1.1e-05,7.600549,0.117879,0.019916,7.269628,0.044677,0.00162,9.626989,0.107654,0.021615,"Mechanism_1"
"1450","Stigmaphyllon eggersii C.E.Anderson",5.693224,0.002358,3.7e-05,6.568577,0.334166,0.069706,7.088561,0.106626,0.005669,8.950208,0.924365,0.075653,"Mechanism_1"
"1451","Stigmaphyllon gayanum A.Juss.",5.68876,0.002933,1.2e-05,7.168373,0.07004,0.023235,7.179676,0.019055,0.00189,9.199708,0.078288,0.025218,"Mechanism_1"
"1452","Stigmaphyllon glabrum C.E.Anderson",5.69491,NA,7.4e-05,7.020191,NA,0.139413,7.247793,NA,0.011337,8.986697,NA,0.151306,"Mechanism_1"
"1453","Stigmaphyllon goudotii C.E.Anderson",5.690275,0.013007,3.7e-05,7.840442,0.011608,0.069706,7.369258,0.044109,0.005669,9.686492,0.015063,0.075653,"Mechanism_1"
"1454","Stigmaphyllon herbaceum Cuatrec.",5.698856,0.002706,1.5e-05,7.710773,0.122901,0.027883,7.371332,0.018289,0.002267,9.743769,0.083135,0.030261,"Mechanism_1"
"1455","Stigmaphyllon hispidum C.E.Anderson",5.689335,0.004566,3.7e-05,7.338397,0.074367,0.069706,7.201877,0.028686,0.005669,9.246145,0.059688,0.075653,"Mechanism_1"
"1456","Stigmaphyllon hypargyreum Planch. & Triana",5.70139,0.000557,2.5e-05,7.839434,0.05835,0.046471,7.421124,0.007291,0.003779,9.505516,0.079744,0.050435,"Mechanism_1"
"1457","Stigmaphyllon lacunosum A.Juss.",5.697513,0.000318,1.8e-05,7.908027,0.048333,0.034853,7.064836,0.022907,0.002834,10.039004,0.067268,0.037827,"Mechanism_1"
"1458","Stigmaphyllon lalandianum A.Juss.",5.689084,0.000887,4e-06,7.183158,0.044191,0.006971,7.215915,0.012326,0.000567,9.15863,0.030743,0.007565,"Mechanism_1"
"1459","Stigmaphyllon lanceolatum C.E.Anderson",5.682048,NA,7.4e-05,7.31055,NA,0.139413,7.109879,NA,0.011337,9.293302,NA,0.151306,"Mechanism_1"
"1460","Stigmaphyllon lindenianum A.Juss.",5.696197,0.00126,2e-06,7.498168,0.065572,0.003168,7.468964,0.0102,0.000264,9.255863,0.071485,0.003519,"Mechanism_1"
"1461","Stigmaphyllon maynense Huber",5.695344,0.000962,5e-06,7.68427,0.086645,0.008713,7.157003,0.018907,0.000709,9.84055,0.074163,0.009457,"Mechanism_1"
"1462","Stigmaphyllon microphyllum Griseb.",5.700945,NA,7.4e-05,6.945051,NA,0.139413,7.549609,NA,0.011337,8.638525,NA,0.151306,"Mechanism_1"
"1463","Stigmaphyllon orientale Cuatrec.",5.696926,NA,7.4e-05,8.243808,NA,0.139413,7.30317,NA,0.011337,9.969884,NA,0.151306,"Mechanism_1"
"1464","Stigmaphyllon peruvianum Nied.",5.698937,NA,7.4e-05,6.582025,NA,0.139413,7.26892,NA,0.011337,8.976894,NA,0.151306,"Mechanism_1"
"1465","Stigmaphyllon puberulum Griseb.",5.701095,0.005849,3.7e-05,7.309413,0.016395,0.069706,7.401231,0.001221,0.005669,9.065222,0.109387,0.075653,"Mechanism_1"
"1466","Stigmaphyllon rotundifolium A.Juss.",5.69765,0.001125,5e-06,7.193228,0.107184,0.008713,7.346514,0.020987,0.000756,9.034745,0.111779,0.010087,"Mechanism_1"
"1467","Stigmaphyllon sagranum A.Juss.",5.695014,0.002792,2.5e-05,7.199002,0.049279,0.046471,7.455263,0.024708,0.003779,9.043522,0.030843,0.050435,"Mechanism_1"
"1468","Stigmaphyllon salzmannii A.Juss.",5.695271,0.001772,8e-06,7.245081,0.066005,0.01549,7.263716,0.022836,0.00126,9.175881,0.05985,0.016812,"Mechanism_1"
"1469","Stigmaphyllon sarmentosum Cuatrec.",5.67824,0.007331,2.5e-05,6.479151,0.107221,0.046471,7.26597,0.054065,0.003779,8.420371,0.420697,0.050435,"Mechanism_1"
"1470","Stigmaphyllon selerianum Nied.",5.685788,0.000679,3.7e-05,7.099707,0.169213,0.069706,7.465623,0.008014,0.005669,8.708824,0.063942,0.075653,"Mechanism_1"
"1471","Stigmaphyllon stenophyllum C.E.Anderson",5.658262,NA,7.4e-05,7.782807,NA,0.139413,7.213768,NA,0.011337,9.713174,NA,0.151306,"Mechanism_1"
"1472","Stigmaphyllon tergolanatum Cuatrec.",5.674525,NA,7.4e-05,7.193686,NA,0.139413,7.134891,NA,0.011337,9.597981,NA,0.151306,"Mechanism_1"
"1473","Stigmaphyllon urenifolium A.Juss.",5.697035,0.001089,1.2e-05,6.849852,0.126535,0.023235,7.453909,0.007362,0.00189,8.664182,0.088578,0.025218,"Mechanism_1"
"1474","Stigmaphyllon venulosum Cuatrec.",5.673906,0.006862,2.5e-05,7.645808,0.301751,0.046471,7.249129,0.032064,0.003779,9.607666,0.085318,0.050435,"Mechanism_1"
"1475","Stigmaphyllon vitifolium A.Juss.",5.693227,NA,7.4e-05,7.385851,NA,0.139413,7.246368,NA,0.011337,8.918115,NA,0.151306,"Mechanism_1"
"1476","Tetrapterys acapulcensis Kunth",5.689771,0.009029,2.5e-05,7.110439,0.22802,0.046471,7.276357,0.080846,0.003779,9.220611,0.146731,0.050435,"Mechanism_1"
"1477","Tetrapterys aequalis Wright",5.699607,NA,7.4e-05,7.307873,NA,0.139413,7.556951,NA,0.011337,8.756368,NA,0.151306,"Mechanism_1"
"1478","Tetrapterys anisoptera A.Juss.",5.697597,0,3.7e-05,7.466061,0.074029,0.069706,7.288221,0.006836,0.005669,9.443094,0.016837,0.075653,"Mechanism_1"
"1479","Tetrapterys arcana Morton",5.697711,0.001779,9e-06,7.531825,0.126452,0.017427,7.474205,0.028474,0.001417,9.286605,0.164024,0.018913,"Mechanism_1"
"1480","Tetrapterys benthamii Triana & Planch.",5.684048,0.009179,3.7e-05,7.401434,0.353048,0.069706,7.250322,0.036554,0.005669,9.503818,0.271325,0.075653,"Mechanism_1"
"1481","Tetrapterys buxifolia Cav.",5.702949,NA,7.4e-05,7.172425,NA,0.139413,7.534228,NA,0.011337,8.769352,NA,0.151306,"Mechanism_1"
"1482","Tetrapterys calophylla A.Juss.",5.692335,0.002724,4e-06,7.747031,0.116306,0.008201,7.250428,0.032509,0.000667,9.731852,0.090476,0.0089,"Mechanism_1"
"1483","Tetrapterys cardiophylla Nied.",5.688406,0.002459,1.8e-05,6.674524,0.158519,0.034853,7.41254,0.040732,0.002834,8.515034,0.041168,0.037827,"Mechanism_1"
"1484","Tetrapterys chloroptera Cuatrec.",5.698433,0.000962,1.8e-05,7.812785,0.061921,0.034853,7.348391,0.033189,0.002834,9.600322,0.064764,0.037827,"Mechanism_1"
"1485","Tetrapterys diptera Cuatrec.",5.700776,0.001839,3.7e-05,8.270638,0.492008,0.069706,7.312035,0.048705,0.005669,10.220012,0.58264,0.075653,"Mechanism_1"
"1486","Tetrapterys fimbripetala A.Juss.",5.6949,0.001488,3e-06,7.74659,0.046756,0.006061,7.3673,0.016968,0.000515,9.52432,0.040183,0.006878,"Mechanism_1"
"1487","Tetrapterys goudotiana Triana & Planch.",5.696649,0.001967,8e-06,7.792262,0.090678,0.01549,7.419795,0.013454,0.00126,9.618935,0.090832,0.016812,"Mechanism_1"
"1488","Tetrapterys hirsutula Cuatrec. & Croat",5.702281,NA,7.4e-05,7.764296,NA,0.139413,7.434257,NA,0.011337,9.593696,NA,0.151306,"Mechanism_1"
