"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Mechanism"
"1","Herreria glaziovii Lecomte",5.692389,0.001216,6e-06,6.932779,0.075972,0.010724,7.281671,0.024315,0.000872,8.777855,0.092581,0.011639,"Mechanism_1"
"2","Herreria grandiflora Griseb.",5.692865,0.007077,3.7e-05,6.922327,0.149246,0.069706,7.400125,0.047043,0.005669,8.697705,0.342795,0.075653,"Mechanism_1"
"3","Herreria latifolia Woodson",5.69684,0.001038,1.8e-05,7.080748,0.105884,0.034853,7.445136,0.038134,0.002834,8.921692,0.147538,0.037827,"Mechanism_1"
"4","Herreria montevidensis Klotzsch ex Griseb.",5.690438,0.002442,4e-06,6.897554,0.063618,0.006971,7.449108,0.018413,0.000567,8.633848,0.085753,0.007565,"Mechanism_1"
"5","Lescaillea equisetiformis Griseb.",5.696926,NA,7.4e-05,7.163172,NA,0.139413,7.429521,NA,0.011337,9.061608,NA,0.151306,"Mechanism_1"
"6","Mikania acuminata DC.",5.677456,0.001897,6e-06,7.385421,0.06923,0.010724,7.194259,0.023541,0.000872,9.316503,0.053477,0.011639,"Mechanism_1"
"7","Mikania additicia B.L.Rob.",5.66483,0.006187,2.5e-05,7.319012,0.114023,0.046471,7.050388,0.024419,0.003779,9.609035,0.129234,0.050435,"Mechanism_1"
"8","Mikania amblyolepis B.L.Rob.",5.703724,0.001111,1.2e-05,7.52059,0.110819,0.023235,7.551376,0.041187,0.00189,9.138698,0.142015,0.025218,"Mechanism_1"
"9","Mikania amorimii Borges & Forzza",5.68409,NA,7.4e-05,7.483244,NA,0.139413,7.172425,NA,0.011337,9.421735,NA,0.151306,"Mechanism_1"
"10","Mikania andrei B.L.Rob.",5.649138,0.004929,3.7e-05,7.174906,0.065026,0.069706,6.93604,0.106246,0.005669,9.322586,0.04039,0.075653,"Mechanism_1"
"11","Mikania angularis Humb. & Bonpl.",5.683294,0.00442,8e-06,7.79261,0.215441,0.01549,7.211108,0.033877,0.00126,9.64942,0.210548,0.016812,"Mechanism_1"
"12","Mikania aquaria B.L.Rob.",5.691527,0.003026,1.8e-05,7.731431,0.071484,0.034853,7.217077,0.024908,0.002834,9.499515,0.15338,0.037827,"Mechanism_1"
"13","Mikania archeri B.L.Rob.",5.66244,NA,7.4e-05,7.789869,NA,0.139413,7.242798,NA,0.011337,9.749987,NA,0.151306,"Mechanism_1"
"14","Mikania argyreiae DC.",5.682348,0.00284,7e-06,7.322887,0.058349,0.012674,7.143923,0.022964,0.001031,9.271655,0.065972,0.013755,"Mechanism_1"
"15","Mikania argyropappa Sch.Bip. ex Baker",5.68341,NA,7.4e-05,7.584773,NA,0.139413,7.307873,NA,0.011337,9.253208,NA,0.151306,"Mechanism_1"
"16","Mikania aristei B.L.Rob.",5.646798,0.001431,2.5e-05,7.41168,0.140017,0.046471,7.022675,0.013907,0.003779,9.410974,0.121671,0.050435,"Mechanism_1"
"17","Mikania arthroclada B.L.Rob.",5.646683,NA,7.4e-05,7.79688,NA,0.139413,7.153052,NA,0.011337,9.050406,NA,0.151306,"Mechanism_1"
"18","Mikania aschersonii Hieron.",5.676841,0.002768,3e-06,7.507916,0.114065,0.006061,7.207121,0.026587,0.000493,9.538778,0.103041,0.006579,"Mechanism_1"
"19","Mikania banisteriae DC.",5.682103,0.001395,1e-06,7.715845,0.043058,0.001162,7.218319,0.012043,9.4e-05,9.6058,0.046409,0.001261,"Mechanism_1"
"20","Mikania barahonensis Urb.",5.674525,NA,7.4e-05,7.238497,NA,0.139413,7.325808,NA,0.011337,9.282103,NA,0.151306,"Mechanism_1"
"21","Mikania bogotensis Benth.",5.66092,0.00494,9e-06,7.299003,0.160743,0.017427,7.060838,0.047202,0.001417,9.399163,0.093317,0.018913,"Mechanism_1"
"22","Mikania boomii Pruski",5.672464,NA,7.4e-05,7.790282,NA,0.139413,7.224753,NA,0.011337,9.402117,NA,0.151306,"Mechanism_1"
"23","Mikania brachyphylla Hieron.",5.647202,0.00441,3.7e-05,7.280132,0.249274,0.069706,6.991637,0.00046,0.005669,9.358803,0.099959,0.075653,"Mechanism_1"
"24","Mikania buddleiaefolia DC.",5.671824,0.003239,1.5e-05,7.486924,0.068739,0.027883,7.104805,0.031667,0.002267,9.526573,0.076411,0.030261,"Mechanism_1"
"25","Mikania bulbisetifera Cuatrec.",5.676409,0.004872,1.2e-05,7.560635,0.205301,0.023235,7.120563,0.042442,0.00189,9.503439,0.146333,0.025218,"Mechanism_1"
"26","Mikania burchellii Baker",5.682315,0.002886,1.1e-05,6.937089,0.103691,0.019916,7.265426,0.03498,0.00162,8.922027,0.126951,0.021615,"Mechanism_1"
"27","Mikania campanulata Gardner",5.683409,0.004808,1.2e-05,7.272602,0.093255,0.023235,7.1953,0.047685,0.00189,9.284414,0.113465,0.025218,"Mechanism_1"
"28","Mikania camporum B.L.Rob.",5.665035,0.002103,1.8e-05,7.600384,0.063852,0.034853,7.055999,0.037508,0.002834,9.647083,0.052064,0.037827,"Mechanism_1"
"29","Mikania candolleana Gardner",5.679639,0.002928,1.2e-05,7.333929,0.098553,0.023235,7.158352,0.021761,0.00189,9.237294,0.117463,0.025218,"Mechanism_1"
"30","Mikania capricorni B.L.Rob.",5.690165,0.007469,1.2e-05,7.148331,0.083457,0.023235,7.338625,0.067271,0.00189,9.056035,0.173757,0.025218,"Mechanism_1"
"31","Mikania cardiophylla B.L.Rob.",5.696254,NA,7.4e-05,7.434848,NA,0.139413,7.38709,NA,0.011337,9.15059,NA,0.151306,"Mechanism_1"
"32","Mikania chaetoloba Pruski",5.696925,0.000671,3.7e-05,7.617478,0.039332,0.069706,7.33372,0.08025,0.005669,9.646153,0.26018,0.075653,"Mechanism_1"
"33","Mikania chlorolepis Baker",5.67822,0.005431,1.2e-05,7.341942,0.151107,0.023235,7.14207,0.032376,0.00189,9.373071,0.118244,0.025218,"Mechanism_1"
"34","Mikania coarctata Gardner",5.685788,NA,7.4e-05,7.214504,NA,0.139413,7.251345,NA,0.011337,9.203316,NA,0.151306,"Mechanism_1"
"35","Mikania comarapensis B.L.Rob.",5.67212,NA,7.4e-05,6.836259,NA,0.139413,7.328437,NA,0.011337,8.756682,NA,0.151306,"Mechanism_1"
"36","Mikania concinna Standl. & Steyerm.",5.673151,NA,7.4e-05,7.285507,NA,0.139413,7.154615,NA,0.011337,9.330166,NA,0.151306,"Mechanism_1"
"37","Mikania conferta Gardner",5.671321,0.004001,1.8e-05,7.280456,0.130528,0.034853,7.116639,0.041542,0.002834,9.391623,0.033109,0.037827,"Mechanism_1"
"38","Mikania congesta DC.",5.69764,0.000911,1e-06,7.618186,0.038165,0.001437,7.309712,0.015593,0.000117,9.52912,0.046301,0.00156,"Mechanism_1"
"39","Mikania crassifolia Hieron.",5.699942,NA,7.4e-05,7.473069,NA,0.139413,7.219642,NA,0.011337,9.496121,NA,0.151306,"Mechanism_1"
"40","Mikania cristata B.L.Rob.",5.678357,0.003851,1.8e-05,8.06414,0.123053,0.034853,7.26803,0.021918,0.002834,10.12989,0.036417,0.037827,"Mechanism_1"
"41","Mikania cuatrecasasii W.C.Holmes",5.660701,NA,7.4e-05,7.69257,NA,0.139413,7.250636,NA,0.011337,9.668967,NA,0.151306,"Mechanism_1"
"42","Mikania cuencana Hieron.",5.685019,0.001819,1.8e-05,8.076585,0.197714,0.034853,7.096496,0.057109,0.002834,10.130401,0.278887,0.037827,"Mechanism_1"
"43","Mikania decora Poepp. & Endl.",5.673288,0.003766,4e-06,7.455913,0.092098,0.006639,7.099906,0.027868,0.00054,9.444579,0.099971,0.007205,"Mechanism_1"
"44","Mikania desmocephala B.L.Rob.",5.674492,0.008912,1.8e-05,7.694033,0.326402,0.034853,7.248806,0.034708,0.002834,9.210544,0.285439,0.037827,"Mechanism_1"
"45","Mikania dictyota B.L.Rob.",5.644185,0.00497,2.5e-05,7.111849,0.069948,0.046471,7.224223,0.064293,0.003779,8.64231,0.164927,0.050435,"Mechanism_1"
"46","Mikania duckei G.M.Barroso",5.690249,0.002122,1.5e-05,7.095898,0.224856,0.027883,7.207064,0.015797,0.002267,9.056971,0.207697,0.030261,"Mechanism_1"
"47","Mikania duidensis B.L.Rob.",5.676613,0.004338,1.5e-05,7.96036,0.041172,0.027883,7.312266,0.034401,0.002267,9.647936,0.082206,0.030261,"Mechanism_1"
"48","Mikania elliptica DC.",5.685614,0.00105,7e-06,6.7672,0.053142,0.013941,7.317871,0.017694,0.001134,8.591744,0.042144,0.015131,"Mechanism_1"
"49","Mikania erioclada DC.",5.674868,NA,7.4e-05,7.281386,NA,0.139413,7.234177,NA,0.011337,9.399969,NA,0.151306,"Mechanism_1"
"50","Mikania eucosma B.L.Rob.",5.652665,NA,7.4e-05,7.255591,NA,0.139413,7.205635,NA,0.011337,8.742574,NA,0.151306,"Mechanism_1"
"51","Mikania featherstonei B.L.Rob.",5.667174,0.001299,2.5e-05,7.28573,0.196113,0.046471,7.154754,0.076412,0.003779,9.02919,0.213559,0.050435,"Mechanism_1"
"52","Mikania firmula Baker",5.696049,0.001401,1.5e-05,7.375049,0.126256,0.027883,7.284024,0.024584,0.002267,9.279624,0.136466,0.030261,"Mechanism_1"
"53","Mikania flabellata Rusby ex B.L.Rob.",5.656968,0.003744,2.5e-05,7.448252,0.19362,0.046471,7.095972,0.059823,0.003779,9.269699,0.113845,0.050435,"Mechanism_1"
"54","Mikania flaccida B.L.Rob.",5.681025,NA,7.4e-05,6.93537,NA,0.139413,7.41698,NA,0.011337,8.917445,NA,0.151306,"Mechanism_1"
"55","Mikania fragilis Urb.",5.686128,NA,7.4e-05,8.054205,NA,0.139413,7.31055,NA,0.011337,9.509259,NA,0.151306,"Mechanism_1"
"56","Mikania glandulosissima W.C.Holmes & D.J.N.Hind",5.678977,NA,7.4e-05,7.111512,NA,0.139413,7.290975,NA,0.011337,8.960725,NA,0.151306,"Mechanism_1"
"57","Mikania glaziovii Baker",5.667983,NA,7.4e-05,7.668561,NA,0.139413,7.076654,NA,0.011337,9.69326,NA,0.151306,"Mechanism_1"
"58","Mikania gleasonii B.L.Rob.",5.697115,0.00111,6e-06,7.781395,0.077421,0.011618,7.377962,0.011124,0.000945,9.520967,0.069924,0.012609,"Mechanism_1"
"59","Mikania globifera Rusby ex B.L.Rob.",5.678475,0.01269,2.5e-05,7.707402,0.408625,0.046471,7.236138,0.100563,0.003779,9.681193,0.364923,0.050435,"Mechanism_1"
"60","Mikania glomerata Spreng.",5.687999,0.001431,2e-06,7.18369,0.0582,0.004497,7.259726,0.016266,0.000344,9.103105,0.052245,0.004585,"Mechanism_1"
"61","Mikania gonzalezii B.L.Rob. & Greenm.",5.683642,0.003931,7e-06,7.778484,0.088715,0.012674,7.369083,0.02636,0.001031,9.712351,0.102132,0.013755,"Mechanism_1"
"62","Mikania gracilipes B.L.Rob.",5.689232,0.00757,2.5e-05,7.151457,0.065088,0.046471,7.413389,0.056405,0.003779,8.828308,0.011679,0.050435,"Mechanism_1"
"63","Mikania granulata B.L.Rob.",5.65688,0.004753,7e-06,7.520945,0.148423,0.012674,7.046837,0.05851,0.001031,9.460647,0.082403,0.013755,"Mechanism_1"
"64","Mikania guilleminii B.L.Rob.",5.690866,NA,7.4e-05,7.142037,NA,0.139413,7.130899,NA,0.011337,9.379746,NA,0.151306,"Mechanism_1"
"65","Mikania haenkeana DC.",5.680394,0.003937,5e-06,7.085593,0.107761,0.009294,7.320456,0.036402,0.000756,8.976407,0.11781,0.010087,"Mechanism_1"
"66","Mikania hastifolia Baker",5.671087,NA,7.4e-05,7.474772,NA,0.139413,7.063904,NA,0.011337,9.384546,NA,0.151306,"Mechanism_1"
"67","Mikania hemisphaerica Sch.Bip. ex Baker",5.684622,0.00371,1.2e-05,7.223654,0.079263,0.023235,7.235472,0.014345,0.00189,9.223648,0.058427,0.025218,"Mechanism_1"
"68","Mikania hirsutissima DC.",5.685204,0.001114,2e-06,7.199433,0.034792,0.004647,7.207294,0.015314,0.000391,9.194626,0.041283,0.005217,"Mechanism_1"
"69","Mikania hitchcockii B.L.Rob.",5.673151,0.000687,3.7e-05,6.610131,0.255761,0.069706,7.195455,0.062957,0.005669,8.754134,0.369559,0.075653,"Mechanism_1"
"70","Mikania hoehnei B.L.Rob.",5.688262,0.003514,2.5e-05,7.288155,0.099047,0.046471,7.188953,0.034736,0.003779,9.207888,0.168171,0.050435,"Mechanism_1"
"71","Mikania hookeriana DC.",5.687918,0.001611,1e-06,7.77592,0.052157,0.001964,7.250506,0.016276,0.00016,9.695771,0.047704,0.002131,"Mechanism_1"
"72","Mikania houstonioides H.Rob. & W.C.Holmes",5.670398,NA,7.4e-05,7.550135,NA,0.139413,7.100852,NA,0.011337,9.854192,NA,0.151306,"Mechanism_1"
"73","Mikania incasina B.L.Rob.",5.673151,NA,7.4e-05,6.870053,NA,0.139413,7.155396,NA,0.011337,9.400878,NA,0.151306,"Mechanism_1"
"74","Mikania iquitosensis B.L.Rob.",5.697597,0.000335,3.7e-05,7.961543,0.001569,0.069706,7.069409,0.008933,0.005669,10.10482,0.031168,0.075653,"Mechanism_1"
"75","Mikania iserniana Cuatrec.",5.698602,0.00134,3.7e-05,7.242592,0.230477,0.069706,7.217809,0.001834,0.005669,9.243281,0.252839,0.075653,"Mechanism_1"
"76","Mikania jelskii Hieron.",5.666505,0.009746,2.5e-05,6.677673,0.277066,0.046471,7.169496,0.025066,0.003779,9.030216,0.05446,0.050435,"Mechanism_1"
"77","Mikania klugii B.L.Rob.",5.689417,0.007015,1.5e-05,8.168071,0.109295,0.027883,7.048887,0.019074,0.002267,10.249468,0.096082,0.030261,"Mechanism_1"
"78","Mikania laevigata Sch.Bip. ex Baker",5.687146,0.00145,4e-06,7.282377,0.039589,0.007745,7.230626,0.019442,0.000667,9.208012,0.024214,0.0089,"Mechanism_1"
"79","Mikania lanuginosa DC.",5.672701,0.003758,1.8e-05,7.406504,0.10035,0.034853,7.080176,0.021337,0.002834,9.466295,0.094032,0.037827,"Mechanism_1"
"80","Mikania lasiandrae DC.",5.675607,0.002972,6e-06,7.351287,0.05741,0.010724,7.136707,0.029023,0.000872,9.43315,0.053999,0.011639,"Mechanism_1"
"81","Mikania leiostachya Benth.",5.687785,0.002034,2e-06,7.769092,0.065553,0.003098,7.24747,0.02574,0.000252,9.714442,0.066943,0.003362,"Mechanism_1"
"82","Mikania ligustrifolia DC.",5.679861,0.006094,1.8e-05,7.261235,0.064426,0.034853,7.165348,0.042487,0.002834,9.31551,0.131615,0.037827,"Mechanism_1"
"83","Mikania lindleyana DC.",5.691858,0.002903,3e-06,7.593775,0.11,0.005163,7.261186,0.023332,0.00042,9.559643,0.120779,0.005604,"Mechanism_1"
"84","Mikania longipes Baker",5.680684,NA,7.4e-05,7.182352,NA,0.139413,7.180831,NA,0.011337,9.264734,NA,0.151306,"Mechanism_1"
"85","Mikania lucida S.F.Blake",5.686077,0.003788,6e-06,7.881325,0.09591,0.011618,7.292704,0.029525,0.000945,9.683324,0.068616,0.012609,"Mechanism_1"
"86","Mikania lundiana DC.",5.691607,0.001848,6e-06,7.321979,0.039357,0.011618,7.261968,0.0236,0.000945,9.215543,0.039779,0.012609,"Mechanism_1"
"87","Mikania malacolepis B.L.Rob.",5.678124,0.004042,1.5e-05,7.237717,0.079252,0.027883,7.151765,0.04031,0.002267,9.40173,0.079469,0.030261,"Mechanism_1"
"88","Mikania marahuacensis Steyerm. & Maguire",5.679319,NA,7.4e-05,8.285261,NA,0.139413,7.242082,NA,0.011337,9.990445,NA,0.151306,"Mechanism_1"
"89","Mikania marinii Cabrera",5.655117,NA,7.4e-05,6.942157,NA,0.139413,7.225481,NA,0.011337,8.449128,NA,0.151306,"Mechanism_1"
"90","Mikania mathewsii B.L.Rob.",5.699607,0.000334,3.7e-05,7.888782,0.415713,0.069706,7.21301,0.006633,0.005669,10.011394,0.515274,0.075653,"Mechanism_1"
"91","Mikania michelangeliana Steyerm.",5.675671,0.021254,3.7e-05,8.027878,0.353725,0.069706,7.141663,0.048259,0.005669,9.985688,0.013655,0.075653,"Mechanism_1"
"92","Mikania microcephala DC.",5.686861,0.001651,5e-06,7.254043,0.039546,0.009958,7.249269,0.022204,0.00081,9.230415,0.037629,0.010808,"Mechanism_1"
"93","Mikania microdonta DC.",5.680768,0.002726,8e-06,7.323531,0.064186,0.01549,7.161395,0.028934,0.00126,9.339565,0.064227,0.016812,"Mechanism_1"
"94","Mikania microptera DC.",5.692873,0.00206,3e-06,7.520066,0.109583,0.006061,7.318129,0.019154,0.000493,9.378672,0.090907,0.006579,"Mechanism_1"
"95","Mikania montana B.L.Rob.",5.655274,0.006124,3.7e-05,7.475269,0.189078,0.069706,7.191347,0.012802,0.005669,9.117159,0.18165,0.075653,"Mechanism_1"
"96","Mikania multinervia Turcz.",5.64102,NA,7.4e-05,7.338888,NA,0.139413,6.943122,NA,0.011337,9.300638,NA,0.151306,"Mechanism_1"
"97","Mikania myriocephala DC.",5.687411,0.002867,1.1e-05,6.878095,0.132557,0.019916,7.246828,0.027365,0.00162,8.896538,0.122285,0.021615,"Mechanism_1"
"98","Mikania neblinensis Aristeg.",5.664522,NA,7.4e-05,8.203304,NA,0.139413,7.058758,NA,0.011337,10.179717,NA,0.151306,"Mechanism_1"
"99","Mikania nemorosa Klatt",5.687079,0.002272,2e-06,7.83471,0.075796,0.004497,7.227752,0.018256,0.000366,9.797892,0.082155,0.004881,"Mechanism_1"
"100","Mikania nigricans Gardner",5.691863,0.003983,2.5e-05,7.572673,0.091124,0.046471,7.223134,0.033871,0.003779,9.451607,0.066858,0.050435,"Mechanism_1"
"101","Mikania obovata DC.",5.693223,0.001624,4e-06,6.972966,0.098412,0.007745,7.323563,0.021479,0.00063,8.832601,0.101384,0.008406,"Mechanism_1"
"102","Mikania odoratissima Urb.",5.703949,NA,7.4e-05,7.30586,NA,0.139413,7.519692,NA,0.011337,9.126524,NA,0.151306,"Mechanism_1"
"103","Mikania oopetala Urb. & Nied.",5.694285,0.003085,1.5e-05,7.296461,0.052656,0.027883,7.480687,0.04194,0.002267,8.980202,0.102439,0.030261,"Mechanism_1"
"104","Mikania oreimeles B.L.Rob.",5.650557,NA,7.4e-05,7.144407,NA,0.139413,7.33106,NA,0.011337,8.399535,NA,0.151306,"Mechanism_1"
"105","Mikania pachyphylla Urb.",5.689176,NA,7.4e-05,7.987524,NA,0.139413,7.309881,NA,0.011337,9.525516,NA,0.151306,"Mechanism_1"
"106","Mikania paniculata DC.",5.695246,NA,7.4e-05,7.092574,NA,0.139413,7.269617,NA,0.011337,9.020269,NA,0.151306,"Mechanism_1"
"107","Mikania pannosa Baker",5.678605,0.002779,8e-06,7.76882,0.087373,0.01549,7.288497,0.019489,0.00126,9.700923,0.062555,0.016812,"Mechanism_1"
"108","Mikania papillosa Klatt",5.664868,NA,7.4e-05,7.133296,NA,0.139413,7.333676,NA,0.011337,9.299724,NA,0.151306,"Mechanism_1"
"109","Mikania parodii Cabrera",5.684936,0.01318,2.5e-05,7.149517,0.117222,0.046471,7.385002,0.035605,0.003779,8.827876,0.171534,0.050435,"Mechanism_1"
"110","Mikania parvicapitulata Hieron.",5.672815,0.00722,1.8e-05,7.342569,0.184512,0.034853,7.227273,0.038652,0.002834,9.187207,0.06788,0.037827,"Mechanism_1"
"111","Mikania pennellii B.L.Rob.",5.691541,NA,7.4e-05,8.432942,NA,0.139413,7.275172,NA,0.011337,10.122503,NA,0.151306,"Mechanism_1"
"112","Mikania periplocifolia Hook. & Arn.",5.696399,0.001223,7e-06,7.028855,0.08648,0.012674,7.4652,0.033388,0.001031,8.688076,0.150978,0.013755,"Mechanism_1"
"113","Mikania pernambucensis Gardner",5.701947,NA,7.4e-05,6.51323,NA,0.139413,7.425358,NA,0.011337,8.167919,NA,0.151306,"Mechanism_1"
"114","Mikania phaeoclados Mart. ex Baker",5.680584,0.001433,5e-06,7.206499,0.052075,0.008713,7.197816,0.020825,0.000709,9.130986,0.073179,0.009457,"Mechanism_1"
"115","Mikania pichinchensis Hieron.",5.663305,0.007705,1.8e-05,7.579161,0.307746,0.034853,7.006136,0.022844,0.002834,9.556126,0.277782,0.037827,"Mechanism_1"
"116","Mikania pilosa Baker",5.683633,0.001781,2.5e-05,7.302883,0.145453,0.046471,7.195076,0.037002,0.003779,9.232241,0.063474,0.050435,"Mechanism_1"
"117","Mikania pohliana Sch.Bip. ex Baker",5.685279,0.00017,3.7e-05,7.181203,0.004184,0.069706,7.363278,0.001902,0.005669,9.254638,0.003444,0.075653,"Mechanism_1"
"118","Mikania popayanensis Hieron.",5.642793,NA,7.4e-05,7.432484,NA,0.139413,6.827629,NA,0.011337,9.900684,NA,0.151306,"Mechanism_1"
"119","Mikania populifolia Gardner",5.680989,0.006025,2.5e-05,7.27597,0.055367,0.046471,7.228627,0.089761,0.003779,9.338092,0.119316,0.050435,"Mechanism_1"
"120","Mikania porosa Urb.",5.689853,NA,7.4e-05,7.483244,NA,0.139413,7.41216,NA,0.011337,9.494692,NA,0.151306,"Mechanism_1"
"121","Mikania pseudohoffmanniana G.M.Barroso",5.674868,NA,7.4e-05,7.281386,NA,0.139413,7.234177,NA,0.011337,9.399969,NA,0.151306,"Mechanism_1"
"122","Mikania psilostachya DC.",5.694231,0.000631,0,7.642973,0.031784,0.000845,7.283662,0.009478,6.9e-05,9.578324,0.032459,0.000923,"Mechanism_1"
"123","Mikania pterocaula Sch.Bip. ex Klatt",5.688455,0.009477,3.7e-05,7.479547,0.048247,0.069706,7.4427,0.027525,0.005669,9.113823,0.489032,0.075653,"Mechanism_1"
"124","Mikania pteropoda DC.",5.672464,NA,7.4e-05,7.561642,NA,0.139413,7.06732,NA,0.011337,9.525516,NA,0.151306,"Mechanism_1"
"125","Mikania pyramidata Donn.Sm.",5.67588,0.003507,5e-06,7.706418,0.090871,0.009294,7.369025,0.024544,0.000756,9.322631,0.102221,0.010087,"Mechanism_1"
"126","Mikania roraimensis B.L.Rob.",5.693227,NA,7.4e-05,7.427144,NA,0.139413,7.423568,NA,0.011337,9.464052,NA,0.151306,"Mechanism_1"
"127","Mikania rotundifolia G.M.Barroso",5.688483,0.004129,2.5e-05,7.192726,0.254866,0.046471,7.206296,0.032549,0.003779,9.043851,0.272556,0.050435,"Mechanism_1"
"128","Mikania rubella Lingelsh.",5.690191,NA,7.4e-05,6.995766,NA,0.139413,7.337588,NA,0.011337,9.16199,NA,0.151306,"Mechanism_1"
"129","Mikania rufa Benth.",5.656048,0.0033,7e-06,7.248915,0.100795,0.013941,6.991129,0.040132,0.001134,9.50932,0.082203,0.015131,"Mechanism_1"
"130","Mikania rufescens Sch.Bip. ex Baker",5.684835,0.008347,1.8e-05,7.344506,0.117592,0.034853,7.187727,0.057379,0.002834,9.142962,0.113248,0.037827,"Mechanism_1"
"131","Mikania rusbyi B.L.Rob.",5.671087,NA,7.4e-05,6.875232,NA,0.139413,7.388946,NA,0.011337,8.905851,NA,0.151306,"Mechanism_1"
"132","Mikania saltensis Hieron.",5.661744,NA,7.4e-05,7.110696,NA,0.139413,7.30317,NA,0.011337,8.558143,NA,0.151306,"Mechanism_1"
"133","Mikania salviifolia Gardner",5.685562,0.000453,2.5e-05,7.287436,0.084073,0.046471,7.243409,0.010176,0.003779,9.26581,0.017673,0.050435,"Mechanism_1"
"134","Mikania schenckii Hieron.",5.670592,0.005975,2.5e-05,7.433102,0.060675,0.046471,7.109798,0.047261,0.003779,9.536597,0.1349,0.050435,"Mechanism_1"
"135","Mikania schultzii B.L.Rob.",5.666946,NA,7.4e-05,6.570883,NA,0.139413,7.400621,NA,0.011337,8.03948,NA,0.151306,"Mechanism_1"
"136","Mikania sericea Hook. & Arn.",5.682389,NA,7.4e-05,7.469084,NA,0.139413,7.252762,NA,0.011337,9.320808,NA,0.151306,"Mechanism_1"
"137","Mikania smaragdina Dusén ex Malme",5.686128,NA,7.4e-05,7.221836,NA,0.139413,7.220374,NA,0.011337,9.231613,NA,0.151306,"Mechanism_1"
"138","Mikania smilacina DC.",5.685923,0.001857,1.1e-05,7.259417,0.06888,0.019916,7.298556,0.021154,0.00162,9.238254,0.04598,0.021615,"Mechanism_1"
"139","Mikania speciosa DC.",5.669358,0.006214,9e-06,7.034443,0.094187,0.017427,7.26452,0.045956,0.001417,9.042368,0.119207,0.018913,"Mechanism_1"
"140","Mikania sprucei Baker",5.69057,0.002202,3e-06,7.953928,0.040892,0.006337,7.223606,0.020029,0.000515,9.849879,0.053583,0.006878,"Mechanism_1"
"141","Mikania steinbachii B.L.Rob.",5.690722,0.005574,2.5e-05,6.953907,0.062074,0.046471,7.23317,0.06499,0.003779,9.206031,0.127835,0.050435,"Mechanism_1"
"142","Mikania stereodes B.L.Rob.",5.678977,NA,7.4e-05,7.683404,NA,0.139413,7.153052,NA,0.011337,9.517678,NA,0.151306,"Mechanism_1"
"143","Mikania stevensiana Britton",5.689853,NA,7.4e-05,7.520235,NA,0.139413,7.406103,NA,0.011337,9.488502,NA,0.151306,"Mechanism_1"
"144","Mikania stuebelii Hieron.",5.660146,0.003767,3e-06,7.327759,0.104064,0.005809,7.076455,0.032844,0.000472,9.456832,0.080583,0.006304,"Mechanism_1"
"145","Mikania stygia B.L.Rob.",5.68443,NA,7.4e-05,8.363576,NA,0.139413,7.000334,NA,0.011337,10.49244,NA,0.151306,"Mechanism_1"
"146","Mikania stylosa Gardner",5.675014,0.002704,9e-06,7.385671,0.048857,0.017427,7.122649,0.02266,0.001417,9.425926,0.057299,0.018913,"Mechanism_1"
"147","Mikania sylvatica Klatt",5.66664,0.002905,3e-06,7.712877,0.082641,0.005362,7.163038,0.023394,0.000436,9.640254,0.066701,0.005819,"Mechanism_1"
"148","Mikania szyszylowiczii Hieron.",5.662391,0.003486,8e-06,7.280932,0.162805,0.01549,7.064436,0.022551,0.00126,9.329644,0.111767,0.016812,"Mechanism_1"
"149","Mikania tambillensis Hieron.",5.665215,NA,7.4e-05,7.153834,NA,0.139413,7.204893,NA,0.011337,9.031094,NA,0.151306,"Mechanism_1"
"150","Mikania testudinaria DC.",5.677621,0.004264,1.2e-05,7.472553,0.080547,0.023235,7.142327,0.026579,0.00189,9.397319,0.081399,0.025218,"Mechanism_1"
"151","Mikania trachodes B.L.Rob.",5.646683,NA,7.4e-05,7.79688,NA,0.139413,7.153052,NA,0.011337,9.050406,NA,0.151306,"Mechanism_1"
"152","Mikania trachypleura B.L.Rob.",5.685605,0.005262,3.7e-05,7.313486,0.038314,0.069706,7.268393,0.049483,0.005669,9.157914,0.173847,0.075653,"Mechanism_1"
"153","Mikania triangularis Baker",5.681244,0.002957,2.5e-05,7.28176,0.131246,0.046471,7.22303,0.03539,0.003779,9.267163,0.079634,0.050435,"Mechanism_1"
"154","Mikania trinervis Hook. & Arn.",5.687634,0.001817,3e-06,7.197735,0.082917,0.006337,7.220027,0.019058,0.000515,9.156199,0.079928,0.006878,"Mechanism_1"
"155","Mikania trinitaria DC.",5.697477,0.001162,2e-06,7.546021,0.088091,0.004647,7.368454,0.020517,0.000366,9.410547,0.082415,0.004881,"Mechanism_1"
"156","Mikania urticifolia Hook. & Arn.",5.666206,0.005645,1.8e-05,6.55346,0.159321,0.034853,7.427399,0.03505,0.002834,8.301563,0.045806,0.037827,"Mechanism_1"
"157","Mikania variifolia Hieron.",5.690866,NA,7.4e-05,7.275172,NA,0.139413,7.317876,NA,0.011337,8.984067,NA,0.151306,"Mechanism_1"
"158","Mikania vauthieriana Baker",5.68808,0.002592,1.5e-05,7.17982,0.100605,0.027883,7.17237,0.021953,0.002267,9.196308,0.054244,0.030261,"Mechanism_1"
